"PID","PPID (PARENT NAME)","PROCESS NAME","PROCESS IMPHASH","COMMAND LINE","DLL NAME","DLL PATH","DLL IMPHASH","PROCESS STATUS","DLL STATUS","BASELINE FoO","IMAGE FoO"
"5252","2860 (OfficeClickToR)","AppVShNotify.e","","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe""","AppVShNotify.exe","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe","","UNKNOWN","UNKNOWN","0","1"
"5252","2860 (OfficeClickToR)","AppVShNotify.e","","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe""","ucrtbase.dll","C:\WINDOWS\System32\ucrtbase.dll","","UNKNOWN","UNKNOWN","0","78"
"5252","2860 (OfficeClickToR)","AppVShNotify.e","","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe""","combase.dll","C:\WINDOWS\System32\combase.dll","","UNKNOWN","UNKNOWN","0","74"
"5252","2860 (OfficeClickToR)","AppVShNotify.e","","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe""","SHELL32.dll","C:\WINDOWS\System32\SHELL32.dll","","UNKNOWN","UNKNOWN","0","35"
"7868","5988 (explorer.exe)","Dashlane.exe","","""C:\Users\tdungan\AppData\Roaming\Dashlane\Dashlane.exe"" autoLaunchAtStartup","Dashlane.exe","C:\Users\tdungan\AppData\Roaming\Dashlane\Dashlane.exe","","UNKNOWN","UNKNOWN","0","1"
"7892","5988 (explorer.exe)","DashlanePlugin","","""C:\Users\tdungan\AppData\Roaming\Dashlane\DashlanePlugin.exe"" ws","DashlanePlugin.exe","C:\Users\tdungan\AppData\Roaming\Dashlane\DashlanePlugin.exe","","UNKNOWN","UNKNOWN","0","1"
"8128","5988 (explorer.exe)","OUTLOOK.EXE","","""C:\Program Files (x86)\Microsoft Office\root\Office16\OUTLOOK.EXE"" /restore","OUTLOOK.EXE","C:\Program Files (x86)\Microsoft Office\root\Office16\OUTLOOK.EXE","","UNKNOWN","UNKNOWN","0","1"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","iexplore.exe","C:\Program Files\Internet Explorer\iexplore.exe","","UNKNOWN","UNKNOWN","0","1"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","ucrtbase.dll","C:\WINDOWS\System32\ucrtbase.dll","","UNKNOWN","UNKNOWN","0","78"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","combase.dll","C:\WINDOWS\System32\combase.dll","","UNKNOWN","UNKNOWN","0","74"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","IEFRAME.dll","C:\WINDOWS\SYSTEM32\IEFRAME.dll","","UNKNOWN","UNKNOWN","0","2"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","SHELL32.dll","C:\WINDOWS\System32\SHELL32.dll","","UNKNOWN","UNKNOWN","0","35"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","comctl32.dll","C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.547_none_15cdd76c936033f5\comctl32.dll","","UNKNOWN","UNKNOWN","0","10"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","IEShims.dll","C:\Program Files\Internet Explorer\IEShims.dll","","UNKNOWN","UNKNOWN","0","1"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","comdlg32.dll","C:\WINDOWS\System32\comdlg32.dll","","UNKNOWN","UNKNOWN","0","1"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","urlmon.dll","C:\WINDOWS\SYSTEM32\urlmon.dll","","UNKNOWN","UNKNOWN","0","15"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","ieapfltr.dll","C:\WINDOWS\SYSTEM32\ieapfltr.dll","","UNKNOWN","UNKNOWN","0","1"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","WININET.dll","C:\WINDOWS\SYSTEM32\WININET.dll","","UNKNOWN","UNKNOWN","0","12"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","IEUI.dll","C:\WINDOWS\SYSTEM32\IEUI.dll","","UNKNOWN","UNKNOWN","0","1"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","d3d11.dll","C:\WINDOWS\system32\d3d11.dll","","UNKNOWN","UNKNOWN","0","12"
"9152","868 (svchost.exe)","iexplore.exe","","""C:\Program Files\Internet Explorer\iexplore.exe"" -startmanager -Embedding","AEPIC.dll","C:\WINDOWS\SYSTEM32\AEPIC.dll","","UNKNOWN","UNKNOWN","0","14"
"8508","9152 (iexplore.exe)","iexplore.exe","","""C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE"" SCODEF:9152 CREDAT:9474 /prefetch:2","IEXPLORE.EXE","C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE","","UNKNOWN","UNKNOWN","0","1"
"5064","868 (svchost.exe)","ApplicationFra","","C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding","ApplicationFrameHost.exe","C:\WINDOWS\system32\ApplicationFrameHost.exe","","UNKNOWN","UNKNOWN","0","1"
"5064","868 (svchost.exe)","ApplicationFra","","C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding","combase.dll","C:\WINDOWS\System32\combase.dll","","UNKNOWN","UNKNOWN","0","74"
"5064","868 (svchost.exe)","ApplicationFra","","C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding","ucrtbase.dll","C:\WINDOWS\System32\ucrtbase.dll","","UNKNOWN","UNKNOWN","0","78"
"5064","868 (svchost.exe)","ApplicationFra","","C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding","d3d11.dll","C:\WINDOWS\System32\d3d11.dll","","UNKNOWN","UNKNOWN","0","12"
"5064","868 (svchost.exe)","ApplicationFra","","C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding","CoreMessaging.dll","C:\WINDOWS\System32\CoreMessaging.dll","","UNKNOWN","UNKNOWN","0","20"
"5064","868 (svchost.exe)","ApplicationFra","","C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding","SHELL32.dll","C:\WINDOWS\System32\SHELL32.dll","","UNKNOWN","UNKNOWN","0","35"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","WinStore.App.exe","C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","WinStore.App.dll","C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","combase.dll","C:\WINDOWS\System32\combase.dll","","UNKNOWN","UNKNOWN","0","74"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","ucrtbase.dll","C:\WINDOWS\System32\ucrtbase.dll","","UNKNOWN","UNKNOWN","0","78"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","SharedLibrary.dll","C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.6_1.6.24903.0_x64__8wekyb3d8bbwe\SharedLibrary.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","mrt100_app.dll","C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x64__8wekyb3d8bbwe\mrt100_app.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","VCRUNTIME140_APP.dll","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.26706.0_x64__8wekyb3d8bbwe\VCRUNTIME140_APP.dll","","UNKNOWN","UNKNOWN","0","2"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","mrt100.dll","C:\WINDOWS\SYSTEM32\mrt100.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","CoreMessaging.dll","C:\WINDOWS\SYSTEM32\CoreMessaging.dll","","UNKNOWN","UNKNOWN","0","20"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","urlmon.dll","C:\WINDOWS\SYSTEM32\urlmon.dll","","UNKNOWN","UNKNOWN","0","15"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","d3d11.dll","C:\WINDOWS\SYSTEM32\d3d11.dll","","UNKNOWN","UNKNOWN","0","12"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","WinStore.Preview.dll","C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.Preview.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","vccorlib140_app.DLL","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.26706.0_x64__8wekyb3d8bbwe\vccorlib140_app.DLL","","UNKNOWN","UNKNOWN","0","2"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","MSVCP140_APP.dll","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.26706.0_x64__8wekyb3d8bbwe\MSVCP140_APP.dll","","UNKNOWN","UNKNOWN","0","2"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","dwrite.dll","C:\WINDOWS\SYSTEM32\dwrite.dll","","UNKNOWN","UNKNOWN","0","7"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","Microsoft.UI.Xaml.dll","C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\Microsoft.UI.Xaml.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","WinStore.Entertainment.Mobile.dll","C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.Entertainment.Mobile.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","CONCRT140_APP.dll","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.26706.0_x64__8wekyb3d8bbwe\CONCRT140_APP.dll","","UNKNOWN","UNKNOWN","0","2"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","Windows.Security.Authentication.Web.Core.dll","C:\Windows\System32\Windows.Security.Authentication.Web.Core.dll","","UNKNOWN","UNKNOWN","0","7"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","Windows.System.Profile.PlatformDiagnosticsAndUsageDataSettings.dll","C:\Windows\System32\Windows.System.Profile.PlatformDiagnosticsAndUsageDataSettings.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","Windows.ApplicationModel.Store.dll","C:\Windows\System32\Windows.ApplicationModel.Store.dll","","UNKNOWN","UNKNOWN","0","2"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","XblAuthTokenBrokerExt.dll","C:\Windows\System32\XblAuthTokenBrokerExt.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","XblAuthManagerProxy.dll","C:\Windows\System32\XblAuthManagerProxy.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","AEPIC.dll","C:\WINDOWS\SYSTEM32\AEPIC.dll","","UNKNOWN","UNKNOWN","0","14"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","EditionUpgradeHelper.dll","C:\WINDOWS\system32\EditionUpgradeHelper.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","SHELL32.dll","C:\WINDOWS\System32\SHELL32.dll","","UNKNOWN","UNKNOWN","0","35"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","Windows.System.UserProfile.DiagnosticsSettings.dll","C:\Windows\System32\Windows.System.UserProfile.DiagnosticsSettings.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","WININET.dll","C:\WINDOWS\SYSTEM32\WININET.dll","","UNKNOWN","UNKNOWN","0","12"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","cmgrcspps.dll","C:\WINDOWS\system32\cmgrcspps.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","Windows.UI.Xaml.Phone.dll","C:\Windows\System32\Windows.UI.Xaml.Phone.dll","","UNKNOWN","UNKNOWN","0","2"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","certenroll.dll","C:\Windows\System32\certenroll.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","certca.dll","C:\WINDOWS\SYSTEM32\certca.dll","","UNKNOWN","UNKNOWN","0","1"
"9036","868 (svchost.exe)","WinStore.App.e","","""C:\Program Files\WindowsApps\Microsoft.WindowsStore_11807.1001.13.0_x64__8wekyb3d8bbwe\WinStore.App.exe"" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca","windowscodecsext.dll","C:\WINDOWS\system32\windowscodecsext.dll","","UNKNOWN","UNKNOWN","0","1"
